lat,lon,genus,species,count
43.379222,-102.225559,Fraxinus,pennsylvanica,2
43.379222,-102.225559,Ulmus,americana,3
43.381899,-89.705736,Juniperus,virginiana,1
43.381899,-89.705736,Acer,saccharum,1
43.381899,-89.705736,Carya,ovata,12
43.381899,-89.705736,Fraxinus,americana,1
43.381899,-89.705736,Quercus,ellipsoidalis,2
43.381899,-89.705736,Ulmus,americana,5
43.382473,-72.273296,Pinus,strobus,9
43.382473,-72.273296,Tsuga,canadensis,2
43.382473,-72.273296,Acer,pensylvanicum,1
43.382473,-72.273296,Acer,saccharum,1
43.382473,-72.273296,Fagus,grandifolia,5
43.382473,-72.273296,Quercus,rubra,9
43.383764,-84.844535,Quercus,macrocarpa,1
43.383764,-84.844535,Salix,bebbiana,4
43.384775,-122.881219,Pseudotsuga,menziesii,13
43.384775,-122.881219,Thuja,plicata,12
43.384775,-122.881219,Tsuga,heterophylla,6
43.384775,-122.881219,Acer,macrophyllum,3
43.384775,-122.881219,Alnus,rubra,7
43.384775,-122.881219,Cornus,nuttallii,7
43.386059,-89.968115,Acer,rubrum,5
43.386059,-89.968115,Acer,saccharum,30
43.386059,-89.968115,Betula,papyrifera,1
43.386059,-89.968115,Carya,cordiformis,3
43.386059,-89.968115,Fraxinus,americana,27
43.386059,-89.968115,Ostrya,virginiana,5
43.386059,-89.968115,Populus,grandidentata,1
43.386059,-89.968115,Prunus,serotina,14
43.386059,-89.968115,Quercus,rubra,17
43.386059,-89.968115,Tilia,americana,2
43.386059,-89.968115,Ulmus,rubra,2
43.389078,-89.219961,Prunus,serotina,2
43.389507,-72.96292,Tsuga,canadensis,3
43.389507,-72.96292,Acer,rubrum,33
43.389507,-72.96292,Betula,alleghaniensis,1
43.389507,-72.96292,Fagus,grandifolia,27
43.390322,-90.905964,Quercus,velutina,26
43.390322,-90.905964,Ulmus,rubra,6
43.392472,-89.796167,Acer,rubrum,19
43.392472,-89.796167,Acer,saccharum,1
43.392472,-89.796167,Betula,papyrifera,1
43.392472,-89.796167,Carpinus,caroliniana,1
43.392472,-89.796167,Ostrya,virginiana,1
43.392472,-89.796167,Populus,grandidentata,3
43.392472,-89.796167,Quercus,alba,12
43.392472,-89.796167,Quercus,rubra,1
43.392472,-89.796167,Ulmus,americana,4
43.395001,-92.600828,Acer,negundo,4
43.395001,-92.600828,Celtis,occidentalis,3
43.395001,-92.600828,Fraxinus,nigra,2
43.395001,-92.600828,Malus,spp.,1
43.395001,-92.600828,Quercus,macrocarpa,4
43.396059,-111.542798,Pseudotsuga,menziesii,2
43.396059,-111.542798,Populus,tremuloides,2
43.396293,-122.556408,Pseudotsuga,menziesii,19
43.396293,-122.556408,Thuja,plicata,7
43.396293,-122.556408,Tsuga,heterophylla,15
43.39659,-70.8864,Picea,rubens,6
43.39659,-70.8864,Pinus,strobus,11
43.39659,-70.8864,Tsuga,canadensis,4
43.39659,-70.8864,Acer,rubrum,36
43.39659,-70.8864,Betula,populifolia,1
43.39737,-70.69134,Pinus,rigida,1
43.39737,-70.69134,Pinus,strobus,1
43.39737,-70.69134,Acer,rubrum,9
43.39737,-70.69134,Betula,populifolia,17
43.39737,-70.69134,Quercus,alba,1
43.39737,-70.69134,Quercus,velutina,2
43.403648,-89.434252,Juniperus,virginiana,2
43.403648,-89.434252,Pinus,strobus,1
43.403648,-89.434252,Acer,rubrum,1
43.403648,-89.434252,Populus,grandidentata,3
43.406217,-71.298254,Pinus,strobus,5
43.406217,-71.298254,Tsuga,canadensis,22
43.406217,-71.298254,Quercus,rubra,2
43.407003,-103.533921,Pinus,ponderosa,45
43.410603,-72.06848,Abies,balsamea,3
43.410603,-72.06848,Tsuga,canadensis,1
43.410603,-72.06848,Acer,saccharum,1
43.410603,-72.06848,Fraxinus,americana,6
43.41283,-75.002984,Picea,rubens,2
43.41283,-75.002984,Tsuga,canadensis,2
43.41283,-75.002984,Acer,pensylvanicum,1
43.41283,-75.002984,Acer,rubrum,5
43.41283,-75.002984,Acer,saccharum,3
43.41283,-75.002984,Betula,alleghaniensis,7
43.41283,-75.002984,Fagus,grandifolia,18
43.413276,-73.126142,Pinus,strobus,6
43.413276,-73.126142,Acer,saccharum,7
43.413276,-73.126142,Betula,papyrifera,4
43.413276,-73.126142,Carya,cordiformis,2
43.413276,-73.126142,Fagus,grandifolia,1
43.413276,-73.126142,Fraxinus,americana,9
43.413276,-73.126142,Ostrya,virginiana,2
43.417669,-73.001455,Acer,pensylvanicum,1
43.417669,-73.001455,Acer,saccharum,6
43.417669,-73.001455,Betula,alleghaniensis,8
43.417669,-73.001455,Fagus,grandifolia,1
43.41806,-75.685998,Acer,rubrum,34
43.41806,-75.685998,Acer,saccharum,2
43.41806,-75.685998,Prunus,serotina,1
43.420069,-74.271839,Acer,rubrum,2
43.420069,-74.271839,Amelanchier,spp.,1
43.420069,-74.271839,Prunus,serotina,1
43.420472,-90.758062,Acer,rubrum,2
43.420472,-90.758062,Acer,saccharum,3
43.42081,-76.238712,Tsuga,canadensis,18
43.42081,-76.238712,Acer,rubrum,17
43.42081,-76.238712,Betula,alleghaniensis,9
43.42081,-76.238712,Fagus,grandifolia,6
43.421806,-86.102881,Pinus,banksiana,9
43.421806,-86.102881,Acer,rubrum,12
43.428283,-71.946492,Picea,rubens,3
43.428283,-71.946492,Tsuga,canadensis,13
43.428283,-71.946492,Acer,saccharum,6
43.428283,-71.946492,Betula,alleghaniensis,2
43.428283,-71.946492,Betula,papyrifera,2
43.428283,-71.946492,Fagus,grandifolia,4
43.428283,-71.946492,Fraxinus,americana,2
43.428283,-71.946492,Ostrya,virginiana,1
43.428283,-71.946492,Quercus,rubra,4
43.429691,-83.058671,Fraxinus,pennsylvanica,1
43.430058,-123.842339,Pseudotsuga,menziesii,5
43.430058,-123.842339,Tsuga,heterophylla,1
43.430058,-123.842339,Alnus,rubra,24
43.43184,-75.680364,Acer,rubrum,5
43.43184,-75.680364,Malus,spp.,4
43.43184,-75.680364,Populus,tremuloides,2
43.43184,-75.680364,Prunus,serotina,11
43.433196,-72.221924,Picea,rubens,1
43.433196,-72.221924,Pinus,strobus,10
43.433196,-72.221924,Acer,rubrum,2
43.433196,-72.221924,Ostrya,virginiana,1
43.433196,-72.221924,Prunus,serotina,5
43.43472,-122.295795,Abies,amabilis,3
43.43472,-122.295795,Abies,grandis,3
43.43472,-122.295795,Abies,procera,14
43.43472,-122.295795,Pinus,monticola,1
43.43472,-122.295795,Pseudotsuga,menziesii,8
43.43472,-122.295795,Tsuga,mertensiana,1
43.43512,-70.59906,Acer,rubrum,5
43.43512,-70.59906,Quercus,rubra,18
43.435616,-83.427398,Amelanchier,spp.,1
43.437014,-122.221801,Abies,amabilis,17
43.437014,-122.221801,Abies,procera,1
43.437014,-122.221801,Tsuga,mertensiana,3
43.438256,-103.836203,Juniperus,scopulorum,3
43.438256,-103.836203,Pinus,ponderosa,20
43.442365,-91.182485,Populus,deltoides,1
43.442365,-91.182485,Prunus,serotina,4
43.442365,-91.182485,Quercus,alba,1
43.442365,-91.182485,Ulmus,americana,4
43.4461,-70.67164,Pinus,strobus,10
43.4461,-70.67164,Acer,rubrum,4
43.4461,-70.67164,Quercus,alba,1
43.4461,-70.67164,Quercus,rubra,13
43.4461,-70.67164,Quercus,velutina,1
43.446168,-122.693359,Abies,concolor,1
43.446168,-122.693359,Pseudotsuga,menziesii,4
43.446168,-122.693359,Tsuga,heterophylla,1
43.446168,-122.693359,Chrysolepis,chrysophylla,3
43.447646,-74.599191,Picea,rubens,7
43.447646,-74.599191,Acer,pensylvanicum,1
43.447646,-74.599191,Acer,saccharum,1
43.447646,-74.599191,Fagus,grandifolia,33
43.448691,-87.969409,Acer,saccharum,3
43.448691,-87.969409,Carya,cordiformis,6
43.448691,-87.969409,Crataegus,crus-galli,1
43.448691,-87.969409,Fagus,grandifolia,4
43.448691,-87.969409,Fraxinus,pennsylvanica,7
43.448691,-87.969409,Ostrya,virginiana,4
43.448691,-87.969409,Tilia,americana,9
43.448691,-87.969409,Ulmus,americana,2
43.449972,-72.352286,Pinus,strobus,12
43.449972,-72.352286,Tsuga,canadensis,5
43.449972,-72.352286,Betula,papyrifera,2
43.451001,-74.803712,Acer,rubrum,4
43.451001,-74.803712,Acer,saccharum,1
43.451001,-74.803712,Betula,alleghaniensis,4
43.451001,-74.803712,Fagus,grandifolia,20
43.451001,-74.803712,Prunus,serotina,1
43.45142,-90.417183,Morus,rubra,8
43.452142,-89.864625,Acer,negundo,3
43.452142,-89.864625,Acer,saccharinum,1
43.452142,-89.864625,Fraxinus,pennsylvanica,3
43.452142,-89.864625,Ulmus,americana,4
43.454388,-75.087566,Acer,saccharum,18
43.454388,-75.087566,Amelanchier,spp.,1
43.454388,-75.087566,Fagus,grandifolia,3
43.455974,-74.965819,Picea,rubens,2
43.455974,-74.965819,Tsuga,canadensis,1
43.455974,-74.965819,Acer,rubrum,4
43.455974,-74.965819,Acer,saccharum,7
43.455974,-74.965819,Betula,alleghaniensis,2
43.455974,-74.965819,Fagus,grandifolia,17
43.457956,-75.110897,Acer,rubrum,6
43.457956,-75.110897,Acer,saccharum,4
43.457956,-75.110897,Betula,alleghaniensis,7
43.457956,-75.110897,Fagus,grandifolia,7
43.457956,-75.110897,Prunus,serotina,3
43.458397,-90.69888,Acer,rubrum,18
43.458397,-90.69888,Acer,saccharum,15
43.458397,-90.69888,Betula,papyrifera,2
43.458397,-90.69888,Carya,cordiformis,3
43.458397,-90.69888,Quercus,alba,6
43.458397,-90.69888,Quercus,rubra,4
43.458397,-90.69888,Ulmus,americana,1
43.458479,-76.039351,Tsuga,canadensis,1
43.458479,-76.039351,Acer,rubrum,19
43.458479,-76.039351,Acer,saccharum,2
43.458479,-76.039351,Betula,alleghaniensis,4
43.458479,-76.039351,Fagus,grandifolia,4
43.458479,-76.039351,Fraxinus,americana,1
43.458479,-76.039351,Prunus,serotina,2
43.460722,-91.44088,Acer,negundo,3
43.460722,-91.44088,Quercus,ellipsoidalis,1
43.460871,-71.623036,Pinus,strobus,7
43.460871,-71.623036,Tsuga,canadensis,10
43.460871,-71.623036,Fagus,grandifolia,1
43.460871,-71.623036,Ulmus,americana,1
43.461482,-90.10246,Acer,rubrum,11
43.461482,-90.10246,Acer,saccharum,21
43.461482,-90.10246,Carya,ovata,8
43.461482,-90.10246,Fraxinus,pennsylvanica,2
43.461482,-90.10246,Ostrya,virginiana,5
43.461482,-90.10246,Populus,tremuloides,68
43.461482,-90.10246,Quercus,rubra,7
43.461482,-90.10246,Tilia,americana,15
43.461482,-90.10246,Ulmus,americana,8
43.462982,-122.389133,Calocedrus,decurrens,3
43.462982,-122.389133,Pinus,lambertiana,1
43.462982,-122.389133,Pseudotsuga,menziesii,29
43.462982,-122.389133,Tsuga,heterophylla,11
43.462982,-122.389133,Alnus,rubra,1
43.462982,-122.389133,Chrysolepis,chrysophylla,1
43.463029,-89.162427,Acer,negundo,2
43.463029,-89.162427,Quercus,rubra,11
43.465286,-123.561326,Abies,grandis,5
43.465286,-123.561326,Pseudotsuga,menziesii,2
43.465286,-123.561326,Alnus,rubra,2
43.465286,-123.561326,Umbellularia,californica,17
43.470474,-114.958796,Abies,lasiocarpa,4
43.470474,-114.958796,Pinus,contorta,6
43.470474,-114.958796,Pinus,ponderosa,2
43.470474,-114.958796,Pseudotsuga,menziesii,1
43.470474,-114.958796,Populus,tremuloides,10
43.471389,-71.047719,Abies,balsamea,1
43.471389,-71.047719,Larix,laricina,1
43.471389,-71.047719,Betula,populifolia,10
43.471389,-71.047719,Fraxinus,americana,1
43.471389,-71.047719,Malus,spp.,5
43.471389,-71.047719,Populus,tremuloides,1
43.471389,-71.047719,Prunus,serotina,4
43.471389,-71.047719,Quercus,rubra,1
43.472629,-73.267908,Juniperus,spp.,1
43.472629,-73.267908,Pinus,strobus,2
43.472629,-73.267908,Acer,rubrum,12
43.472629,-73.267908,Betula,lenta,1
43.472629,-73.267908,Fraxinus,americana,8
43.472629,-73.267908,Prunus,virginiana,1
43.472629,-73.267908,Ulmus,americana,2
43.474914,-91.065798,Carya,cordiformis,8
43.474914,-91.065798,Quercus,macrocarpa,7
43.474914,-91.065798,Quercus,rubra,3
43.475471,-74.187874,Picea,rubens,3
43.475471,-74.187874,Tsuga,canadensis,10
43.475471,-74.187874,Acer,pensylvanicum,1
43.475471,-74.187874,Acer,rubrum,6
43.475471,-74.187874,Acer,saccharum,8
43.475471,-74.187874,Betula,alleghaniensis,10
43.475471,-74.187874,Fagus,grandifolia,2
43.476044,-76.229347,Picea,abies,2
43.476044,-76.229347,Acer,negundo,1
43.47718,-70.83618,Pinus,strobus,3
43.47718,-70.83618,Tsuga,canadensis,21
43.47718,-70.83618,Acer,rubrum,19
43.47718,-70.83618,Acer,saccharum,3
43.47718,-70.83618,Betula,alleghaniensis,2
43.47718,-70.83618,Betula,lenta,6
43.47718,-70.83618,Betula,papyrifera,2
43.47718,-70.83618,Fagus,grandifolia,3
43.47718,-70.83618,Fraxinus,americana,1
43.47718,-70.83618,Quercus,rubra,8
43.477424,-74.049543,Abies,balsamea,3
43.477424,-74.049543,Picea,rubens,5
43.477424,-74.049543,Tsuga,canadensis,10
43.477424,-74.049543,Betula,alleghaniensis,3
43.477424,-74.049543,Prunus,serotina,1
43.479864,-92.273018,Acer,negundo,6
43.479864,-92.273018,Carya,cordiformis,8
43.479864,-92.273018,Juglans,nigra,1
43.479864,-92.273018,Ulmus,rubra,9
43.480677,-71.856022,Abies,balsamea,1
43.480677,-71.856022,Picea,rubens,43
43.480677,-71.856022,Betula,papyrifera,13
43.48331,-86.146845,Pinus,resinosa,54
43.48331,-86.146845,Quercus,ellipsoidalis,1
43.48331,-86.146845,Quercus,velutina,1
43.483595,-123.705869,Pseudotsuga,menziesii,1
43.4836,-121.559378,Pinus,contorta,4
43.4836,-121.559378,Pinus,ponderosa,13
43.486634,-122.093081,Pinus,albicaulis,1
43.486634,-122.093081,Tsuga,mertensiana,54
43.486688,-103.51579,Juniperus,scopulorum,3
43.486688,-103.51579,Pinus,ponderosa,21
43.48713,-124.038305,Pseudotsuga,menziesii,11
43.48713,-124.038305,Tsuga,heterophylla,2
43.48713,-124.038305,Acer,macrophyllum,5
43.48713,-124.038305,Alnus,rubra,3
43.48713,-124.038305,Umbellularia,californica,3
43.487483,-71.201423,Pinus,strobus,12
43.487483,-71.201423,Tsuga,canadensis,4
43.487483,-71.201423,Betula,lenta,1
43.487483,-71.201423,Betula,papyrifera,1
43.487483,-71.201423,Fagus,grandifolia,1
43.487483,-71.201423,Quercus,rubra,6
43.489515,-90.423602,Acer,negundo,12
43.489515,-90.423602,Carya,cordiformis,4
43.489515,-90.423602,Carya,ovata,3
43.489515,-90.423602,Fraxinus,americana,8
43.489515,-90.423602,Morus,rubra,1
43.489515,-90.423602,Ostrya,virginiana,10
43.489515,-90.423602,Quercus,alba,25
43.493323,-83.386239,Pinus,resinosa,9
43.493323,-83.386239,Pinus,strobus,1
43.493323,-83.386239,Tsuga,canadensis,5
43.493323,-83.386239,Carpinus,caroliniana,1
43.493323,-83.386239,Fagus,grandifolia,5
43.49395,-88.710851,Carya,cordiformis,15
43.49395,-88.710851,Carya,ovata,1
43.49395,-88.710851,Prunus,serotina,3
43.49395,-88.710851,Quercus,macrocarpa,4
43.49395,-88.710851,Ulmus,rubra,6
43.494927,-123.232656,Pseudotsuga,menziesii,29
43.499867,-72.176131,Abies,balsamea,3
43.499867,-72.176131,Picea,rubens,8
43.499867,-72.176131,Tsuga,canadensis,29
43.499867,-72.176131,Acer,saccharum,12
43.499867,-72.176131,Betula,alleghaniensis,12
43.499867,-72.176131,Fagus,grandifolia,7
43.499867,-72.176131,Fraxinus,americana,3
43.501565,-85.765214,Quercus,ellipsoidalis,17
43.502224,-121.240542,Pinus,contorta,7
43.502224,-121.240542,Pinus,ponderosa,20
43.502727,-90.486522,Acer,saccharum,38
43.502727,-90.486522,Juglans,cinerea,2
43.502727,-90.486522,Morus,rubra,2
43.502727,-90.486522,Ulmus,rubra,12
43.505661,-72.012453,Picea,rubens,10
43.505661,-72.012453,Pinus,strobus,3
43.505661,-72.012453,Acer,pensylvanicum,2
43.505661,-72.012453,Acer,rubrum,9
43.505661,-72.012453,Acer,saccharum,2
43.505661,-72.012453,Amelanchier,spp.,4
43.505661,-72.012453,Fagus,grandifolia,5
43.505661,-72.012453,Fraxinus,americana,2
43.505661,-72.012453,Populus,grandidentata,1
43.505661,-72.012453,Prunus,serotina,4
43.505661,-72.012453,Quercus,rubra,1
43.505799,-73.466462,Picea,rubens,1
43.505799,-73.466462,Tsuga,canadensis,2
43.505799,-73.466462,Fagus,grandifolia,7
43.505973,-121.738921,Pinus,contorta,4
43.505973,-121.738921,Pinus,ponderosa,28
43.507742,-90.062119,Acer,rubrum,55
43.507742,-90.062119,Acer,saccharum,1
43.507742,-90.062119,Quercus,rubra,14
43.508352,-114.648912,Pseudotsuga,menziesii,10
43.509791,-75.321253,Tsuga,canadensis,2
43.509791,-75.321253,Acer,rubrum,4
43.509791,-75.321253,Amelanchier,spp.,1
43.509791,-75.321253,Malus,coronaria,4
43.509791,-75.321253,Prunus,serotina,1
43.509791,-75.321253,Salix,nigra,3
43.509791,-75.321253,Ulmus,americana,1
43.511446,-90.357486,Picea,glauca,1
43.511446,-90.357486,Pinus,strobus,3
43.511446,-90.357486,Acer,rubrum,19
43.511446,-90.357486,Carya,cordiformis,5
43.511446,-90.357486,Populus,tremuloides,8
43.511446,-90.357486,Quercus,ellipsoidalis,4
43.511446,-90.357486,Ulmus,americana,15
43.511784,-91.533439,Acer,negundo,3
43.511784,-91.533439,Fraxinus,americana,1
43.511784,-91.533439,Morus,rubra,1
43.511784,-91.533439,Prunus,serotina,3
43.512065,-85.654655,Acer,rubrum,5
43.512065,-85.654655,Quercus,ellipsoidalis,7
43.512292,-85.788783,Pinus,banksiana,2
43.512292,-85.788783,Pinus,strobus,2
43.512292,-85.788783,Quercus,ellipsoidalis,5
43.51325,-73.802126,Picea,rubens,1
43.51325,-73.802126,Pinus,strobus,2
43.51325,-73.802126,Tsuga,canadensis,30
43.51325,-73.802126,Acer,rubrum,2
43.51325,-73.802126,Betula,lenta,1
43.51325,-73.802126,Betula,papyrifera,5
43.51325,-73.802126,Carya,glabra,1
43.51325,-73.802126,Fagus,grandifolia,4
43.514209,-71.373453,Acer,pensylvanicum,1
43.514209,-71.373453,Acer,rubrum,4
43.514209,-71.373453,Acer,saccharum,8
43.514209,-71.373453,Betula,alleghaniensis,23
43.514209,-71.373453,Fagus,grandifolia,9
43.514209,-71.373453,Fraxinus,americana,5
43.514209,-71.373453,Ostrya,virginiana,4
43.514209,-71.373453,Quercus,rubra,1
43.514499,-72.314493,Pinus,strobus,23
43.514499,-72.314493,Tsuga,canadensis,1
43.514499,-72.314493,Betula,papyrifera,3
43.514499,-72.314493,Malus,spp.,1
43.514499,-72.314493,Populus,tremuloides,4
43.514499,-72.314493,Ulmus,americana,2
43.514757,-74.740615,Picea,rubens,4
43.514757,-74.740615,Betula,alleghaniensis,1
43.514757,-74.740615,Fagus,grandifolia,14
43.515527,-90.575449,Acer,saccharum,11
43.515527,-90.575449,Ostrya,virginiana,11
43.515527,-90.575449,Ulmus,rubra,1
43.515908,-73.682115,Pinus,strobus,4
43.515908,-73.682115,Tsuga,canadensis,6
43.515908,-73.682115,Acer,rubrum,3
43.515908,-73.682115,Betula,alleghaniensis,1
43.515908,-73.682115,Betula,lenta,1
43.515908,-73.682115,Fagus,grandifolia,18
43.515908,-73.682115,Quercus,alba,1
43.515908,-73.682115,Quercus,rubra,4
43.516666,-74.56474,Picea,rubens,5
43.516666,-74.56474,Acer,rubrum,4
43.516666,-74.56474,Acer,saccharum,6
43.516666,-74.56474,Betula,alleghaniensis,6
43.516666,-74.56474,Fagus,grandifolia,3
43.520006,-115.139195,Pseudotsuga,menziesii,13
43.52172,-91.404223,Juglans,cinerea,1
43.52172,-91.404223,Prunus,virginiana,1
43.522355,-86.328888,Ulmus,americana,7
43.522733,-84.247766,Nyssa,sylvatica,4
43.522819,-115.451664,Abies,lasiocarpa,9
43.522819,-115.451664,Pinus,ponderosa,1
43.522819,-115.451664,Pseudotsuga,menziesii,2
43.524021,-91.151046,Quercus,macrocarpa,13
43.524021,-91.151046,Quercus,rubra,1
43.524021,-91.151046,Quercus,velutina,2
43.52564,-88.189134,Carya,cordiformis,2
43.52564,-88.189134,Fraxinus,pennsylvanica,5
43.52564,-88.189134,Ostrya,virginiana,1
43.52564,-88.189134,Populus,tremuloides,25
43.52564,-88.189134,Tilia,americana,29
43.52564,-88.189134,Ulmus,americana,5
43.528494,-121.139701,Pinus,ponderosa,23
43.528852,-72.654392,Tsuga,canadensis,3
43.528852,-72.654392,Acer,saccharum,8
43.528852,-72.654392,Betula,alleghaniensis,4
43.528852,-72.654392,Fagus,grandifolia,3
43.528852,-72.654392,Fraxinus,americana,2
43.528926,-90.096969,Acer,saccharum,30
43.528926,-90.096969,Carya,cordiformis,12
43.528926,-90.096969,Fraxinus,americana,12
43.528926,-90.096969,Ostrya,virginiana,6
43.528926,-90.096969,Populus,tremuloides,8
43.528926,-90.096969,Prunus,serotina,12
43.528926,-90.096969,Tilia,americana,12
43.532368,-121.413335,Pinus,ponderosa,14
43.532809,-74.912047,Abies,balsamea,1
43.532809,-74.912047,Picea,rubens,27
43.532809,-74.912047,Acer,pensylvanicum,2
43.532809,-74.912047,Acer,rubrum,11
43.532809,-74.912047,Betula,alleghaniensis,4
43.532809,-74.912047,Fagus,grandifolia,2
43.532809,-74.912047,Sorbus,americana,1
43.533196,-123.7124,Pseudotsuga,menziesii,15
43.533196,-123.7124,Thuja,plicata,3
43.533196,-123.7124,Tsuga,heterophylla,18
43.534007,-114.480883,Pseudotsuga,menziesii,7
43.534196,-88.129746,Carya,ovata,2
43.534196,-88.129746,Ostrya,virginiana,12
43.534196,-88.129746,Tilia,americana,6
43.534196,-88.129746,Ulmus,rubra,1
43.534412,-71.014683,Pinus,strobus,2
43.534412,-71.014683,Tsuga,canadensis,1
43.534412,-71.014683,Betula,papyrifera,1
43.534412,-71.014683,Fagus,grandifolia,1
43.534412,-71.014683,Populus,tremuloides,1
43.534412,-71.014683,Quercus,rubra,11
43.53535,-122.882892,Pseudotsuga,menziesii,23
43.53535,-122.882892,Thuja,plicata,2
43.53535,-122.882892,Tsuga,heterophylla,3
43.53535,-122.882892,Acer,macrophyllum,2
43.53535,-122.882892,Alnus,rubra,5
43.537044,-71.568484,Betula,papyrifera,12
43.537044,-71.568484,Prunus,pensylvanica,2
43.538282,-111.18371,Abies,lasiocarpa,1
43.538282,-111.18371,Pseudotsuga,menziesii,1
43.539141,-103.683228,Pinus,ponderosa,8
43.539238,-72.841583,Abies,balsamea,17
43.539238,-72.841583,Picea,rubens,13
43.539238,-72.841583,Acer,rubrum,15
43.539238,-72.841583,Populus,tremuloides,3
43.539238,-72.841583,Prunus,serotina,1
43.539988,-71.456773,Picea,rubens,3
43.539988,-71.456773,Betula,papyrifera,39
43.539988,-71.456773,Fagus,grandifolia,11
43.542312,-91.043216,Pinus,strobus,1
43.542312,-91.043216,Populus,tremuloides,2
43.542312,-91.043216,Ulmus,americana,19
43.542786,-120.901702,Juniperus,occidentalis,12
43.542786,-120.901702,Pinus,ponderosa,7
43.54356,-70.9434,Pinus,strobus,7
43.54356,-70.9434,Tsuga,canadensis,33
43.54356,-70.9434,Populus,tremuloides,1
43.54356,-70.9434,Quercus,rubra,2
43.544225,-73.404374,Acer,negundo,1
43.544225,-73.404374,Fraxinus,americana,1
43.544225,-73.404374,Fraxinus,nigra,4
43.544225,-73.404374,Populus,deltoides,12
43.544225,-73.404374,Quercus,bicolor,2
43.545268,-91.23774,Acer,saccharinum,37
43.545268,-91.23774,Fraxinus,pennsylvanica,2
43.545268,-91.23774,Populus,deltoides,6
43.547481,-84.480553,Nyssa,sylvatica,6
43.547481,-84.480553,Quercus,bicolor,3
43.548941,-90.653224,Acer,saccharum,21
43.548941,-90.653224,Carya,ovata,2
43.548941,-90.653224,Prunus,serotina,3
43.548941,-90.653224,Tilia,americana,4
43.548941,-90.653224,Ulmus,americana,8
43.549199,-74.126036,Abies,balsamea,3
43.549199,-74.126036,Picea,rubens,40
43.549199,-74.126036,Pinus,strobus,1
43.549199,-74.126036,Tsuga,canadensis,7
43.549199,-74.126036,Acer,rubrum,10
43.549199,-74.126036,Amelanchier,spp.,1
43.549199,-74.126036,Betula,papyrifera,2
43.549199,-74.126036,Prunus,serotina,1
43.549199,-74.126036,Ulmus,americana,1
43.550595,-123.061927,Pseudotsuga,menziesii,34
43.550595,-123.061927,Tsuga,heterophylla,20
43.550595,-123.061927,Acer,macrophyllum,1
43.550595,-123.061927,Chrysolepis,chrysophylla,4
43.551623,-71.733849,Pinus,strobus,10
43.551623,-71.733849,Tsuga,canadensis,5
43.552668,-89.115092,Carya,ovata,1
43.552668,-89.115092,Prunus,serotina,10
43.552668,-89.115092,Prunus,virginiana,2
43.552668,-89.115092,Quercus,alba,7
43.552668,-89.115092,Tilia,americana,2
43.553333,-75.825266,Picea,abies,2
43.557134,-90.483186,Acer,saccharum,9
43.557134,-90.483186,Carya,cordiformis,14
43.557134,-90.483186,Juglans,cinerea,3
43.557134,-90.483186,Ostrya,virginiana,3
43.557134,-90.483186,Prunus,serotina,7
43.557134,-90.483186,Ulmus,americana,7
43.557134,-90.483186,Ulmus,rubra,1
43.557923,-75.70509,Picea,rubens,2
43.557923,-75.70509,Tsuga,canadensis,1
43.557923,-75.70509,Acer,rubrum,11
43.557923,-75.70509,Acer,saccharum,6
43.557923,-75.70509,Betula,alleghaniensis,12
43.557923,-75.70509,Fagus,grandifolia,13
43.559175,-75.052998,Picea,rubens,1
43.559175,-75.052998,Acer,rubrum,6
43.559175,-75.052998,Acer,saccharum,10
43.559175,-75.052998,Betula,alleghaniensis,2
43.559175,-75.052998,Fagus,grandifolia,23
43.561756,-122.558031,Pseudotsuga,menziesii,42
43.561756,-122.558031,Tsuga,heterophylla,1
43.564547,-75.973344,Acer,rubrum,16
43.564547,-75.973344,Betula,alleghaniensis,1
43.564547,-75.973344,Fraxinus,americana,4
43.564547,-75.973344,Populus,tremuloides,6
43.566309,-89.310056,Juniperus,virginiana,10
43.566309,-89.310056,Prunus,serotina,12
43.566309,-89.310056,Quercus,alba,32
43.566427,-103.515075,Pinus,ponderosa,2
43.566716,-74.043164,Abies,balsamea,2
43.566716,-74.043164,Tsuga,canadensis,3
43.566716,-74.043164,Acer,rubrum,4
43.566716,-74.043164,Amelanchier,spp.,1
43.566716,-74.043164,Betula,alleghaniensis,4
43.566716,-74.043164,Betula,papyrifera,4
43.566716,-74.043164,Fagus,grandifolia,1
43.566716,-74.043164,Fraxinus,americana,6
43.566716,-74.043164,Populus,grandidentata,4
43.566716,-74.043164,Populus,tremuloides,6
43.566716,-74.043164,Prunus,pensylvanica,2
43.566716,-74.043164,Prunus,serotina,1
43.566716,-74.043164,Quercus,rubra,2
43.56692,-75.28401,Tsuga,canadensis,2
43.56692,-75.28401,Acer,rubrum,17
43.56692,-75.28401,Acer,saccharum,9
43.56692,-75.28401,Betula,alleghaniensis,4
43.56692,-75.28401,Fagus,grandifolia,11
43.56692,-75.28401,Prunus,serotina,2
43.567887,-89.545991,Acer,rubrum,14
43.567887,-89.545991,Quercus,alba,2
43.567887,-89.545991,Quercus,velutina,9
43.56857,-76.161555,Acer,rubrum,1
43.56857,-76.161555,Amelanchier,spp.,1
43.56857,-76.161555,Populus,grandidentata,1
43.56857,-76.161555,Prunus,serotina,8
43.56857,-76.161555,Quercus,rubra,3
43.569195,-86.110156,Pinus,strobus,26
43.569195,-86.110156,Quercus,ellipsoidalis,2
